0,0,0.5
0.001,3.45110077033549e-07,0.500048263239018
0.002,1.38043709165135e-06,0.500193060164513
0.003,3.10597092943563e-06,0.500434412381142
0.004,5.52169785263184e-06,0.500772356022939
0.005,8.62759602928539e-06,0.501206941613158
0.006,1.24236346216306e-05,0.501738234032687
0.007,1.69097737860908e-05,0.502366312520044
0.008,2.20859646732782e-05,0.503091270671381
0.009,2.79513032944419e-05,0.503913187917696
0.01,3.45047003228802e-05,0.504832150746151
0.011,4.17466184928499e-05,0.505848312154367
0.012,4.96774557108089e-05,0.506961838336003
0.013,5.82975237079901e-05,0.508172907968943
0.014,6.76070480404011e-05,0.509481712215293
0.015,7.76061680888249e-05,0.510888454721381
0.016,8.82949370588189e-05,0.51239335161776
0.017,9.96733219807159e-05,0.513996631519206
0.018,0.000111741203709623,0.515698535524716
0.019,0.000124498376925424,0.517499317217513
0.02,0.000137944550132775,0.519399242665041
0.021,0.000152079345661109,0.521398590418969
0.022,0.000166902299664633,0.523497651515187
0.023,0.00018241286212233,0.525696729473811
0.024,0.000198610396837957,0.527996140299176
0.025,0.000215494181440046,0.530396212479844
0.026,0.000233063407381904,0.532897286988599
0.027,0.000251317179941613,0.535499717282448
0.028,0.00027025451822203,0.53820386930262
0.029,0.000289874355150787,0.541010121474569
0.03,0.000310175537480292,0.543918864707971
0.031,0.000331156825787726,0.546930502396726
0.032,0.000352816894475046,0.550045450418957
0.033,0.000375154331768984,0.553264137137008
0.034,0.000398167639721045,0.55658700339745
0.035,0.000421855234207513,0.560014502531073
0.036,0.000446215444929443,0.563547100352894
0.037,0.000471246515412668,0.567185275162151
0.038,0.000496946603007793,0.570929517742306
0.039,0.000523313778890201,0.574780331361042
0.04,0.000550346028060046,0.578738231770269
0.041,0.000578039784015766,0.5828037246374
0.042,0.000606375674293578,0.58697709058555
0.043,0.000635349481233982,0.591258866637442
0.044,0.000664962268382459,0.595649685116434
0.045,0.000695214512063509,0.600150182110389
0.046,0.000726106101380644,0.604760997471676
0.047,0.000757636338216397,0.609482774817171
0.048,0.000789803937232313,0.614316161528252
0.049,0.000822607025868959,0.619261808750806
0.05,0.000856043144345913,0.624320371395223
0.051,0.000890109245661773,0.6294925081364
0.052,0.000924801695594152,0.634778881413738
0.053,0.000960116272699681,0.640180157431145
0.054,0.000996048168314005,0.645697006157034
0.055,0.00103259198655179,0.651330101324322
0.056,0.00106974174430671,0.657080120430433
0.057,0.00110749087125147,0.662947744737296
0.058,0.00114583220983777,0.668933659271346
0.059,0.00118475801529635,0.675038552823523
0.06,0.00122425995563695,0.681263117949271
0.061,0.00126432911164833,0.687608050968543
0.062,0.00130495597689828,0.694074051965794
0.063,0.00134613045773358,0.700661824789985
0.064,0.00138784187328005,0.707372077054585
